timestamp,close,high,low,n,open,volume,vw
2024-01-02 05:00:00+00:00,185.55,188.34,183.9,18557,187.17,1795262,185.842446
2024-01-03 05:00:00+00:00,184.24,185.86,183.44,11052,184.29,1057604,184.265866
2024-01-04 05:00:00+00:00,182.0,183.07,180.885,11872,181.95,1144583,181.972833
2024-01-05 05:00:00+00:00,181.09,182.74,180.18,12129,181.81,1008242,181.437927
2024-01-08 05:00:00+00:00,185.535,185.59,181.555,10601,182.11,886360,184.007385
2024-01-09 05:00:00+00:00,185.07,185.13,182.73,10460,183.93,822969,184.285075
2024-01-10 05:00:00+00:00,186.13,186.39,183.935,10480,184.33,938680,184.937353
2024-01-11 05:00:00+00:00,185.63,187.015,183.64,9990,186.61,822741,184.884711
2024-01-12 05:00:00+00:00,185.83,186.68,185.2,7269,186.07,540174,185.789184
2024-01-16 05:00:00+00:00,183.57,184.24,180.945,11915,182.25,1015623,182.503296
2024-01-17 05:00:00+00:00,182.64,182.93,180.31,9786,181.3,808734,181.832214
2024-01-18 05:00:00+00:00,188.7,189.135,185.89,13838,186.06,1405733,187.839478
2024-01-19 05:00:00+00:00,191.55,191.945,188.845,12668,189.35,1126703,190.521167
2024-01-22 05:00:00+00:00,193.89,195.325,192.32,10927,192.39,982662,194.157271
2024-01-23 05:00:00+00:00,195.13,195.71,193.835,9369,195.13,859426,194.77337
2024-01-24 05:00:00+00:00,194.565,196.37,194.35,10639,195.62,984417,195.331256
2024-01-25 05:00:00+00:00,194.19,196.26,193.135,13098,195.32,1197888,194.870912
2024-01-26 05:00:00+00:00,192.37,194.74,191.94,11044,194.265,1046244,193.255394
2024-01-29 05:00:00+00:00,191.765,192.2,189.615,8112,192.06,773726,191.220332
2024-01-30 05:00:00+00:00,188.0,191.78,187.47,15191,190.87,1423865,188.755877
2024-01-31 05:00:00+00:00,184.41,187.04,184.41,12445,187.04,1019028,185.541644
2024-02-01 05:00:00+00:00,186.88,186.9,183.84,16456,183.9,1609313,185.968566
2024-02-02 05:00:00+00:00,185.84,187.33,179.25,18368,179.805,1859029,184.745887
2024-02-05 05:00:00+00:00,187.64,189.25,185.86,12597,188.235,1332617,187.835612
2024-02-06 05:00:00+00:00,189.3,189.3,186.79,10394,186.87,1060730,188.453003
2024-02-07 05:00:00+00:00,189.37,191.01,188.61,8345,190.585,748945,189.287549
2024-02-08 05:00:00+00:00,188.38,189.5,187.36,7538,189.5,599296,188.305291
2024-02-09 05:00:00+00:00,188.835,189.99,188.0,7678,188.675,647934,188.932162
2024-02-12 05:00:00+00:00,187.2,188.65,186.81,8066,188.42,715865,187.74444
2024-02-13 05:00:00+00:00,185.085,186.19,183.53,12188,185.81,901404,184.95767
2024-02-14 05:00:00+00:00,184.02,185.46,182.44,11764,185.29,962136,183.358637
2024-02-15 05:00:00+00:00,183.86,184.465,181.44,12956,183.66,1262044,182.585952
2024-02-16 05:00:00+00:00,182.3,184.82,181.685,10476,183.45,1001401,182.642808
2024-02-20 05:00:00+00:00,181.64,182.42,180.01,13083,181.775,1160868,180.943704
2024-02-21 05:00:00+00:00,182.32,182.88,180.685,6809,182.05,524687,181.840292
2024-02-22 05:00:00+00:00,184.34,184.95,182.48,10161,183.47,887144,183.85355
2024-02-23 05:00:00+00:00,182.5,185.015,182.31,7906,185.015,644916,182.976296
2024-02-26 05:00:00+00:00,181.2,182.74,180.65,7647,182.33,557749,181.3234
2024-02-27 05:00:00+00:00,182.66,183.895,180.01,11619,181.095,933013,181.600284
2024-02-28 05:00:00+00:00,181.45,182.97,180.13,7832,182.54,675525,181.081743
2024-02-29 05:00:00+00:00,180.73,182.54,179.56,13951,181.32,1344358,180.614779
2024-03-01 05:00:00+00:00,179.64,180.48,177.38,12651,179.66,1182815,178.940437
2024-03-04 05:00:00+00:00,175.09,176.85,173.79,21331,176.3,1705811,174.759337
2024-03-05 05:00:00+00:00,170.13,172.02,169.64,14852,170.8,1462313,170.367208
2024-03-06 05:00:00+00:00,169.11,171.21,168.71,11875,171.115,909179,169.541027
2024-03-07 05:00:00+00:00,168.97,170.685,168.5,13510,169.15,1216615,169.345488
2024-03-08 05:00:00+00:00,170.98,173.68,168.975,14317,169.03,1143439,171.734353
2024-03-11 04:00:00+00:00,172.81,174.365,172.05,11678,172.975,861917,173.013749
2024-03-12 04:00:00+00:00,173.2,174.02,171.035,12767,173.15,947381,172.772685
2024-03-13 04:00:00+00:00,171.13,173.145,170.8,9386,172.82,767444,171.424003
2024-03-14 04:00:00+00:00,173.1,174.29,172.1,12302,172.96,969761,173.13111
2024-03-15 04:00:00+00:00,172.59,172.6,170.31,13814,171.51,1136598,171.284886
2024-03-18 04:00:00+00:00,173.68,177.7,173.525,10563,175.63,914090,175.942469
2024-03-19 04:00:00+00:00,176.1,176.605,173.03,9644,174.34,821941,175.533757
2024-03-20 04:00:00+00:00,178.61,178.61,175.12,8511,175.64,705914,176.973716
2024-03-21 04:00:00+00:00,171.38,177.475,170.85,17743,177.055,1645615,172.641385
2024-03-22 04:00:00+00:00,172.27,173.05,170.07,10638,171.76,948816,171.867513
2024-03-25 04:00:00+00:00,170.89,171.93,169.45,11141,170.47,794426,170.708677
2024-03-26 04:00:00+00:00,169.89,171.38,169.63,8682,170.05,637480,170.436166
2024-03-27 04:00:00+00:00,173.355,173.6,170.13,11341,170.45,976859,172.527728
2024-03-28 04:00:00+00:00,171.51,172.22,170.53,8587,171.87,763045,171.410035
2024-04-01 04:00:00+00:00,169.97,171.21,169.485,7834,171.195,578838,170.040962
2024-04-02 04:00:00+00:00,168.93,169.34,168.27,8822,169.1,775556,168.920771
2024-04-03 04:00:00+00:00,169.74,170.67,168.62,7948,168.735,663801,169.906197
2024-04-04 04:00:00+00:00,168.86,171.905,168.84,9203,170.65,737973,170.218373
2024-04-05 04:00:00+00:00,169.68,170.36,168.98,7193,169.565,609765,169.646929
2024-04-08 04:00:00+00:00,168.54,169.175,168.27,5507,169.175,426750,168.704113
2024-04-09 04:00:00+00:00,169.7,170.065,168.35,7574,168.79,554900,169.090734
2024-04-10 04:00:00+00:00,167.73,169.06,167.12,9853,168.9,648092,168.005996
2024-04-11 04:00:00+00:00,175.04,175.455,168.185,14967,168.26,1987855,172.558248
2024-04-12 04:00:00+00:00,176.62,178.35,174.23,20577,174.39,2326731,176.252341
2024-04-15 04:00:00+00:00,172.73,176.61,172.51,18996,175.455,2005050,174.345854
2024-04-16 04:00:00+00:00,169.34,173.75,168.27,12660,171.69,1175534,170.333464
2024-04-17 04:00:00+00:00,168.01,170.63,168.0,8412,169.53,605430,169.118244
2024-04-18 04:00:00+00:00,167.03,168.62,166.57,9593,168.06,901199,167.435454
2024-04-19 04:00:00+00:00,164.96,166.38,164.08,11948,165.99,1032397,165.060773
2024-04-22 04:00:00+00:00,165.91,167.25,164.78,9921,165.53,934080,166.034684
2024-04-23 04:00:00+00:00,166.81,167.05,165.03,9223,165.35,782098,166.483532
2024-04-24 04:00:00+00:00,169.075,169.29,166.28,8610,166.425,787955,168.33696
2024-04-25 04:00:00+00:00,169.94,170.59,168.18,11262,169.525,1291953,169.565757
2024-04-26 04:00:00+00:00,169.19,171.32,169.19,6736,169.96,536766,170.147588
2024-04-29 04:00:00+00:00,173.48,176.03,173.145,11453,173.4,1210678,174.740879
2024-04-30 04:00:00+00:00,170.05,174.98,170.05,8609,173.39,619499,173.13489
2024-05-01 04:00:00+00:00,169.34,172.675,169.145,6345,169.82,603050,170.764459
2024-05-02 04:00:00+00:00,173.13,173.41,170.9,13697,172.42,1356609,172.316183
2024-05-03 04:00:00+00:00,183.36,186.97,182.68,33331,186.65,3997192,184.610231
2024-05-06 04:00:00+00:00,181.62,184.14,180.43,11235,182.38,1069082,182.014122
2024-05-07 04:00:00+00:00,182.35,184.89,181.33,9678,183.59,850277,182.873541
2024-05-08 04:00:00+00:00,182.73,183.04,181.47,6326,182.83,550059,182.509883
2024-05-09 04:00:00+00:00,184.62,184.65,182.14,8324,182.635,778041,183.844813
2024-05-10 04:00:00+00:00,183.01,185.085,182.15,7256,184.9,718467,183.086128
2024-05-13 04:00:00+00:00,186.28,187.1,184.64,11128,185.465,1323520,186.250584
2024-05-14 04:00:00+00:00,187.38,188.245,186.305,6585,187.775,582177,187.394469
2024-05-15 04:00:00+00:00,189.73,190.63,187.38,7647,187.97,889908,189.812335
2024-05-16 04:00:00+00:00,189.93,191.09,189.67,6699,190.41,736398,190.207032
2024-05-17 04:00:00+00:00,189.865,190.79,189.22,4004,189.22,436685,189.948088
2024-05-20 04:00:00+00:00,191.045,191.91,189.03,8770,189.295,964055,191.225453
2024-05-21 04:00:00+00:00,192.37,192.72,190.93,5988,191.085,561888,192.287412
2024-05-22 04:00:00+00:00,190.925,192.82,190.28,4139,192.3,410858,191.62025
2024-05-23 04:00:00+00:00,186.91,190.97,186.635,6959,190.96,724321,188.460177
2024-05-24 04:00:00+00:00,190.0,190.56,188.06,4691,188.87,469969,189.840155
2024-05-28 04:00:00+00:00,190.1,192.98,189.13,8188,191.53,838111,190.784704
2024-05-29 04:00:00+00:00,190.37,192.24,189.61,7539,189.65,743546,191.242179
2024-05-30 04:00:00+00:00,191.28,192.175,190.65,8456,190.75,707884,191.490118
2024-05-31 04:00:00+00:00,192.31,192.56,189.915,9601,191.345,1346295,191.230036
2024-06-03 04:00:00+00:00,193.99,194.99,192.6,4460,192.985,390603,193.85831
